,edad,sexo,ccaa,entorno,dependiente,sociabilidad,espacio_actividad,acompañado,grupo,mascota,horario,act1,act2,act3
568,56,mujer,castilla-la mancha,urbano,False,2,exterior,True,pequeño,False,tarde,petanca,pilates,bailes
569,70,hombre,andalucia,rural,False,2,exterior,True,pareja,True,mañana,cocina,0,natacion
570,78,hombre,castilla-la mancha,rural,False,2,exterior,False,grande,True,tarde,juegos de mesa,bailes,0
571,68,mujer,extremadura,urbano,False,3,interior,False,pequeño,True,mañana,bailes,juegos de mesa,excursiones
572,77,mujer,castilla-la mancha,rural,False,3,interior,True,mediano,True,mañana,cocina,excursiones,juegos de mesa
573,58,hombre,madrid,urbano,False,3,exterior,True,pareja,True,tarde,bailes,gimnasia,bailes
574,62,mujer,extremadura,urbano,False,1,exterior,True,mediano,False,mañana,pilates,gimnasia,natacion
575,65,hombre,extremadura,urbano,False,2,interior,False,mediano,True,tarde,cocina,juegos de mesa,bailes
576,66,hombre,castilla-la mancha,urbano,False,1,exterior,True,pequeño,False,tarde,petanca,cocina,juegos de mesa
577,59,mujer,cataluña,urbano,False,2,interior,True,solo,False,mañana,natacion,bailes,pilates
578,65,mujer,pais vasco,rural,True,2,interior,False,grande,True,mañana,pilates,pilates,petanca
579,60,hombre,castilla-la mancha,urbano,True,3,interior,False,pequeño,False,mañana,pickleball,pilates,gimnasia
580,65,hombre,extremadura,urbano,False,2,exterior,False,grande,False,mañana,club de lectura,pilates,bailes
581,64,hombre,galicia,urbano,False,3,exterior,False,grande,False,mañana,bailes,club de lectura,juegos de mesa
582,65,mujer,navarra,urbano,False,1,interior,True,pareja,True,mañana,petanca,club de lectura,natacion
583,62,mujer,extremadura,rural,False,3,exterior,True,pequeño,True,noche,bailes,gimnasia,natacion
584,69,mujer,madrid,urbano,False,1,interior,True,pareja,True,tarde,club de lectura,gimnasia,juegos de mesa
585,74,hombre,madrid,urbano,False,3,exterior,False,grande,False,tarde,bailes,juegos de mesa,pilates
586,76,hombre,madrid,rural,True,2,interior,True,pequeño,False,tarde,bailes,club de lectura,cocina
587,59,hombre,madrid,urbano,False,2,interior,False,pequeño,True,mañana,petanca,pilates,natacion
588,71,mujer,cataluña,rural,True,1,exterior,True,pequeño,False,tarde,cocina,gimnasia,excursiones
589,57,hombre,castilla-la mancha,rural,False,2,exterior,False,grande,True,mañana,natacion,excursiones,excursiones
590,48,hombre,madrid,urbano,False,1,interior,False,grande,True,tarde,petanca,excursiones,juegos de mesa
591,68,hombre,andalucia,rural,False,2,interior,False,grande,True,noche,club de lectura,cocina,excursiones
592,61,mujer,pais vasco,rural,True,3,interior,False,solo,True,mañana,bailes,juegos de mesa,cocina
593,64,mujer,valencia,urbano,False,3,exterior,True,pareja,True,mañana,bailes,excursiones,gimnasia
594,67,mujer,madrid,urbano,False,3,interior,False,grande,False,mañana,natacion,club de lectura,excursiones
595,64,hombre,castilla-la mancha,rural,True,2,exterior,True,solo,True,tarde,natacion,excursiones,cocina
596,66,hombre,extremadura,rural,True,3,interior,True,pareja,False,mañana,petanca,pilates,cocina
597,61,hombre,cataluña,rural,True,3,exterior,False,grande,False,mañana,juegos de mesa,club de lectura,excursiones
598,71,mujer,valencia,rural,False,1,interior,False,pequeño,False,mañana,gimnasia,pickleball,bailes
599,64,mujer,andalucia,rural,True,3,interior,False,solo,True,mañana,juegos de mesa,juegos de mesa,bailes
600,72,hombre,pais vasco,urbano,False,3,exterior,False,grande,True,mañana,pilates,excursiones,juegos de mesa
601,66,mujer,castilla-la mancha,urbano,False,2,exterior,False,grande,False,mañana,pilates,pilates,cocina
602,69,mujer,murcia,rural,False,3,interior,False,grande,False,tarde,bailes,gimnasia,juegos de mesa
603,68,mujer,extremadura,rural,False,3,interior,False,grande,False,mañana,juegos de mesa,pilates,natacion
604,62,mujer,extremadura,urbano,False,1,interior,False,mediano,False,tarde,pilates,natacion,natacion
605,65,hombre,madrid,urbano,False,1,interior,True,pequeño,True,tarde,natacion,natacion,juegos de mesa
606,68,mujer,galicia,rural,False,3,interior,False,pequeño,True,tarde,natacion,pilates,pickleball
607,51,mujer,madrid,rural,False,2,exterior,False,solo,False,tarde,cocina,excursiones,juegos de mesa
608,70,mujer,cataluña,rural,False,1,interior,False,pequeño,True,mañana,natacion,juegos de mesa,natacion
609,72,mujer,castilla-la mancha,rural,False,3,exterior,False,pequeño,False,tarde,pilates,juegos de mesa,juegos de mesa
610,77,mujer,navarra,urbano,False,2,exterior,False,pareja,False,tarde,pilates,natacion,gimnasia
611,63,mujer,andalucia,rural,False,3,exterior,True,pequeño,False,mañana,pickleball,gimnasia,natacion
612,72,hombre,madrid,urbano,False,1,exterior,True,pequeño,False,mañana,petanca,club de lectura,excursiones
613,81,mujer,andalucia,urbano,False,3,exterior,False,pareja,False,mañana,club de lectura,gimnasia,natacion
614,63,hombre,madrid,urbano,False,3,exterior,False,pareja,True,mañana,gimnasia,juegos de mesa,0
615,71,hombre,navarra,rural,False,3,exterior,True,pequeño,True,tarde,excursiones,gimnasia,natacion
616,64,hombre,madrid,urbano,True,2,interior,True,pequeño,True,mañana,petanca,excursiones,juegos de mesa
617,74,mujer,galicia,rural,False,2,exterior,False,grande,False,mañana,gimnasia,excursiones,excursiones
618,69,hombre,cataluña,rural,True,3,exterior,True,pareja,False,tarde,natacion,juegos de mesa,natacion
619,55,hombre,cataluña,rural,True,2,exterior,False,solo,True,mañana,juegos de mesa,gimnasia,excursiones
620,63,mujer,madrid,urbano,False,3,exterior,False,pequeño,True,tarde,cocina,natacion,natacion
621,56,hombre,cataluña,urbano,False,1,exterior,False,solo,True,tarde,cocina,excursiones,0
622,68,mujer,andalucia,urbano,False,3,exterior,False,pequeño,False,tarde,pickleball,club de lectura,club de lectura
623,67,mujer,castilla-la mancha,urbano,False,3,interior,True,pequeño,True,tarde,cocina,petanca,cocina
624,61,mujer,castilla-la mancha,rural,True,3,exterior,False,grande,False,tarde,petanca,excursiones,natacion
625,68,mujer,valencia,rural,False,2,exterior,False,pequeño,False,tarde,cocina,club de lectura,juegos de mesa
626,63,mujer,pais vasco,rural,False,2,exterior,True,pequeño,False,noche,bailes,gimnasia,bailes
627,48,hombre,castilla-la mancha,urbano,False,2,exterior,True,grande,True,tarde,bailes,natacion,bailes
628,69,mujer,andalucia,rural,False,2,exterior,False,pequeño,False,mañana,pilates,gimnasia,excursiones
629,60,hombre,madrid,urbano,True,2,exterior,True,solo,True,tarde,pickleball,pilates,juegos de mesa
630,59,hombre,cataluña,urbano,False,3,exterior,False,grande,True,tarde,bailes,gimnasia,pilates
631,66,mujer,andalucia,rural,False,1,interior,True,solo,False,mañana,petanca,cocina,bailes
632,58,mujer,madrid,rural,False,3,exterior,False,pequeño,True,tarde,pilates,pilates,natacion
633,55,hombre,madrid,rural,False,2,interior,False,pequeño,True,mañana,pilates,natacion,bailes
634,59,hombre,murcia,rural,True,2,exterior,False,pareja,True,tarde,natacion,excursiones,natacion
635,64,hombre,madrid,urbano,False,2,exterior,False,solo,True,mañana,natacion,gimnasia,gimnasia
636,74,mujer,castilla-la mancha,urbano,False,3,exterior,True,pequeño,False,tarde,petanca,pilates,bailes
637,68,mujer,cataluña,rural,False,3,interior,False,solo,True,mañana,club de lectura,club de lectura,pickleball
638,70,mujer,extremadura,urbano,False,1,exterior,False,pequeño,True,tarde,natacion,excursiones,0
639,63,hombre,andalucia,rural,False,3,interior,False,solo,True,mañana,petanca,club de lectura,natacion
640,69,hombre,madrid,urbano,True,1,interior,True,grande,False,tarde,petanca,pilates,natacion
641,73,mujer,pais vasco,rural,False,1,interior,False,pequeño,False,tarde,pilates,cocina,pickleball
642,56,mujer,andalucia,urbano,False,3,interior,False,mediano,True,mañana,pilates,juegos de mesa,natacion
643,69,mujer,extremadura,rural,False,2,interior,True,mediano,False,mañana,petanca,club de lectura,0
644,56,hombre,madrid,rural,False,1,interior,False,pareja,True,tarde,natacion,juegos de mesa,petanca
645,72,mujer,valencia,urbano,False,3,exterior,False,pareja,True,mañana,juegos de mesa,pilates,cocina
646,72,mujer,madrid,urbano,True,1,exterior,True,grande,True,mañana,pilates,club de lectura,cocina
647,63,hombre,navarra,rural,False,1,exterior,False,pareja,True,mañana,petanca,gimnasia,0
648,73,mujer,andalucia,urbano,False,2,interior,True,grande,False,noche,bailes,club de lectura,cocina
649,70,hombre,castilla-la mancha,urbano,False,3,interior,False,pareja,True,mañana,cocina,pilates,natacion
650,73,hombre,valencia,rural,False,3,exterior,False,grande,True,mañana,natacion,pilates,juegos de mesa
651,73,mujer,aragon,rural,True,2,exterior,False,pequeño,False,mañana,cocina,gimnasia,cocina
652,63,mujer,castilla y leon,rural,True,2,exterior,False,solo,False,noche,excursiones,club de lectura,cocina
653,72,hombre,castilla-la mancha,rural,False,3,exterior,True,mediano,True,mañana,pilates,pickleball,natacion
654,60,mujer,cataluña,rural,True,1,interior,True,solo,True,mañana,pilates,petanca,juegos de mesa
655,58,mujer,madrid,urbano,False,2,exterior,False,solo,True,mañana,pilates,club de lectura,excursiones
656,59,mujer,madrid,rural,True,3,exterior,False,pequeño,True,tarde,petanca,excursiones,excursiones
657,61,mujer,extremadura,rural,False,3,exterior,False,grande,True,tarde,petanca,club de lectura,pickleball
658,72,mujer,navarra,urbano,False,2,exterior,False,pequeño,False,tarde,cocina,juegos de mesa,0
659,79,mujer,madrid,urbano,False,2,exterior,True,grande,False,noche,pilates,excursiones,0
660,62,hombre,castilla-la mancha,urbano,True,1,interior,True,pequeño,False,mañana,cocina,pickleball,natacion
661,65,hombre,extremadura,rural,False,1,interior,False,grande,True,tarde,bailes,bailes,club de lectura
662,60,hombre,extremadura,rural,True,2,exterior,False,solo,False,tarde,natacion,juegos de mesa,cocina
663,71,mujer,castilla-la mancha,urbano,False,2,interior,False,pequeño,False,mañana,petanca,juegos de mesa,excursiones
664,79,mujer,extremadura,urbano,True,3,exterior,True,grande,False,tarde,cocina,club de lectura,natacion
665,70,mujer,madrid,rural,False,1,interior,False,pequeño,True,mañana,club de lectura,gimnasia,juegos de mesa
666,72,hombre,navarra,rural,False,1,exterior,False,pequeño,True,mañana,excursiones,juegos de mesa,excursiones
667,64,mujer,cataluña,urbano,False,1,exterior,True,pareja,True,tarde,pickleball,gimnasia,natacion
668,63,mujer,pais vasco,rural,False,2,exterior,False,grande,True,noche,club de lectura,excursiones,excursiones
669,74,mujer,madrid,rural,False,1,exterior,True,solo,False,mañana,bailes,gimnasia,0
670,65,mujer,aragon,urbano,True,2,exterior,False,grande,False,mañana,bailes,cocina,gimnasia
671,61,mujer,madrid,urbano,False,2,interior,False,solo,False,tarde,club de lectura,pilates,juegos de mesa
672,67,hombre,castilla-la mancha,rural,False,1,exterior,True,pequeño,True,tarde,natacion,pilates,excursiones
673,64,mujer,murcia,urbano,False,3,exterior,True,pequeño,False,tarde,pilates,gimnasia,excursiones
674,61,hombre,castilla-la mancha,rural,False,1,exterior,True,grande,True,tarde,natacion,juegos de mesa,excursiones
675,70,mujer,galicia,urbano,False,2,exterior,False,solo,False,tarde,pilates,excursiones,0
676,67,mujer,madrid,rural,True,1,interior,True,grande,False,tarde,cocina,club de lectura,bailes
677,77,hombre,castilla-la mancha,rural,False,2,interior,False,grande,False,mañana,pilates,pilates,excursiones
678,64,mujer,valencia,urbano,False,3,exterior,True,solo,False,mañana,club de lectura,gimnasia,excursiones
679,52,mujer,navarra,rural,False,1,interior,True,grande,True,tarde,natacion,club de lectura,petanca
680,60,mujer,extremadura,urbano,False,3,interior,True,grande,False,mañana,cocina,excursiones,excursiones
681,49,mujer,castilla y leon,urbano,False,1,interior,False,grande,True,mañana,natacion,gimnasia,juegos de mesa
682,70,hombre,navarra,urbano,False,2,exterior,True,pequeño,False,mañana,excursiones,juegos de mesa,natacion
683,56,mujer,pais vasco,urbano,False,3,exterior,False,pequeño,False,tarde,club de lectura,excursiones,natacion
684,71,hombre,madrid,rural,False,1,exterior,True,grande,True,mañana,cocina,pilates,natacion
685,59,mujer,madrid,rural,False,1,interior,True,pequeño,True,mañana,pickleball,pickleball,gimnasia
686,72,hombre,madrid,rural,False,2,interior,False,pareja,True,mañana,cocina,gimnasia,0
687,68,hombre,extremadura,rural,False,3,exterior,True,solo,True,mañana,gimnasia,pilates,juegos de mesa
688,58,mujer,galicia,rural,False,1,exterior,True,solo,False,noche,bailes,club de lectura,petanca
689,68,mujer,madrid,urbano,False,2,exterior,False,solo,True,mañana,natacion,gimnasia,natacion
690,61,hombre,castilla-la mancha,urbano,False,1,exterior,True,pequeño,False,mañana,bailes,juegos de mesa,club de lectura
691,86,hombre,pais vasco,urbano,False,3,exterior,True,mediano,False,mañana,pilates,juegos de mesa,natacion
692,65,hombre,extremadura,rural,False,3,interior,True,grande,False,mañana,cocina,club de lectura,gimnasia
693,59,hombre,castilla-la mancha,urbano,True,1,exterior,False,grande,True,tarde,pickleball,petanca,juegos de mesa
694,54,hombre,cataluña,rural,True,1,interior,True,pequeño,True,mañana,petanca,excursiones,pilates
695,69,mujer,aragon,urbano,False,2,exterior,True,pequeño,True,noche,bailes,cocina,bailes
696,65,hombre,castilla y leon,rural,False,1,interior,True,pareja,False,mañana,natacion,pilates,excursiones
697,65,mujer,extremadura,rural,False,1,interior,False,mediano,True,tarde,club de lectura,gimnasia,0
698,61,mujer,extremadura,urbano,False,3,exterior,False,pareja,False,mañana,pilates,club de lectura,bailes
699,69,hombre,madrid,rural,False,3,interior,True,pequeño,True,tarde,bailes,excursiones,juegos de mesa
700,64,mujer,pais vasco,urbano,False,3,interior,True,grande,False,mañana,pilates,gimnasia,excursiones
701,63,hombre,castilla y leon,urbano,False,3,exterior,False,grande,True,tarde,bailes,gimnasia,0
702,51,mujer,navarra,urbano,False,3,exterior,False,grande,False,mañana,pickleball,pickleball,natacion
703,61,mujer,castilla y leon,rural,False,2,interior,False,pequeño,True,mañana,petanca,gimnasia,natacion
704,75,mujer,cataluña,rural,False,3,interior,False,solo,False,noche,cocina,cocina,excursiones
705,69,hombre,castilla-la mancha,rural,False,3,interior,False,solo,True,tarde,petanca,cocina,bailes
706,62,mujer,cataluña,rural,False,3,exterior,False,grande,True,mañana,pilates,cocina,bailes
707,72,mujer,madrid,rural,False,3,interior,True,pareja,False,tarde,cocina,excursiones,excursiones
708,56,hombre,madrid,urbano,False,1,interior,False,pequeño,True,tarde,petanca,gimnasia,excursiones
709,68,mujer,murcia,urbano,True,1,interior,False,pareja,True,tarde,club de lectura,club de lectura,excursiones
710,78,hombre,valencia,urbano,False,3,exterior,False,solo,True,mañana,gimnasia,pickleball,natacion
711,58,hombre,galicia,rural,False,1,interior,True,mediano,True,mañana,juegos de mesa,pilates,0
712,64,mujer,castilla-la mancha,rural,False,2,interior,True,pequeño,False,mañana,pilates,excursiones,excursiones
713,82,hombre,andalucia,rural,True,1,exterior,False,pequeño,False,tarde,bailes,bailes,bailes
714,72,hombre,galicia,urbano,False,3,interior,False,pareja,True,noche,pilates,juegos de mesa,gimnasia
715,60,hombre,madrid,urbano,False,2,interior,True,mediano,True,tarde,club de lectura,excursiones,juegos de mesa
716,84,mujer,extremadura,rural,False,1,interior,True,solo,False,mañana,natacion,cocina,cocina
717,73,hombre,extremadura,rural,False,3,exterior,False,pareja,True,mañana,cocina,juegos de mesa,excursiones
718,66,hombre,madrid,urbano,False,3,interior,False,mediano,True,mañana,gimnasia,gimnasia,gimnasia
719,67,hombre,castilla-la mancha,rural,False,2,interior,True,pequeño,True,tarde,petanca,pilates,cocina
720,69,mujer,extremadura,urbano,False,3,interior,True,grande,True,noche,petanca,gimnasia,excursiones
721,69,mujer,cataluña,rural,True,2,exterior,False,pequeño,True,mañana,club de lectura,gimnasia,excursiones
722,59,hombre,cataluña,urbano,True,1,exterior,True,pequeño,True,mañana,juegos de mesa,juegos de mesa,excursiones
723,67,mujer,madrid,rural,False,1,interior,False,pequeño,True,tarde,juegos de mesa,club de lectura,club de lectura
724,55,mujer,madrid,rural,False,1,interior,False,solo,True,tarde,natacion,excursiones,gimnasia
725,76,hombre,castilla-la mancha,rural,False,1,exterior,True,grande,False,tarde,pilates,natacion,petanca
726,77,hombre,madrid,urbano,False,3,exterior,False,pareja,False,mañana,pilates,gimnasia,pilates
727,61,hombre,madrid,rural,False,1,interior,True,mediano,True,noche,petanca,cocina,0
728,69,hombre,castilla-la mancha,rural,True,3,interior,True,pareja,True,mañana,cocina,bailes,cocina
729,61,mujer,valencia,rural,True,3,exterior,False,pareja,False,mañana,pilates,pilates,0
730,75,mujer,extremadura,urbano,False,2,exterior,True,mediano,False,noche,bailes,gimnasia,juegos de mesa
731,68,hombre,castilla-la mancha,urbano,True,2,interior,False,pequeño,True,tarde,bailes,juegos de mesa,bailes
732,71,hombre,madrid,urbano,False,2,exterior,True,solo,True,noche,pilates,club de lectura,cocina
733,54,mujer,madrid,urbano,False,2,interior,True,pequeño,True,tarde,natacion,club de lectura,cocina
734,69,hombre,galicia,rural,False,3,exterior,True,solo,False,tarde,club de lectura,pilates,natacion
735,58,mujer,pais vasco,rural,False,2,interior,False,pequeño,True,mañana,bailes,bailes,cocina
736,77,mujer,cataluña,rural,False,2,interior,False,mediano,False,tarde,natacion,club de lectura,natacion
737,62,mujer,castilla-la mancha,urbano,False,2,interior,True,pequeño,False,tarde,cocina,pilates,juegos de mesa
738,68,mujer,extremadura,urbano,False,2,interior,True,grande,False,tarde,club de lectura,gimnasia,natacion
739,61,hombre,castilla-la mancha,rural,False,3,interior,False,solo,True,tarde,pickleball,excursiones,pilates
740,59,hombre,extremadura,urbano,False,3,interior,False,grande,True,tarde,natacion,pilates,juegos de mesa
741,75,hombre,madrid,rural,False,1,interior,True,solo,False,mañana,petanca,petanca,excursiones
742,73,hombre,galicia,rural,False,3,exterior,False,grande,False,mañana,juegos de mesa,club de lectura,excursiones
743,68,mujer,castilla-la mancha,rural,False,1,interior,True,pequeño,False,noche,club de lectura,juegos de mesa,bailes
744,65,mujer,cataluña,rural,False,2,interior,False,pequeño,True,tarde,petanca,juegos de mesa,cocina
745,62,hombre,cataluña,rural,False,3,exterior,False,pareja,False,mañana,pilates,excursiones,bailes
746,58,mujer,extremadura,urbano,False,1,exterior,True,mediano,True,mañana,bailes,excursiones,excursiones
747,67,hombre,extremadura,rural,False,1,interior,False,pequeño,True,noche,pilates,cocina,gimnasia
748,71,hombre,galicia,urbano,False,2,exterior,False,solo,True,tarde,natacion,gimnasia,natacion
749,59,hombre,castilla y leon,urbano,False,1,exterior,False,solo,True,tarde,petanca,club de lectura,bailes
750,66,hombre,castilla-la mancha,urbano,False,2,interior,True,solo,False,mañana,petanca,pilates,0
751,74,hombre,murcia,rural,False,2,exterior,False,pareja,True,mañana,natacion,club de lectura,0
752,67,mujer,cataluña,urbano,True,1,exterior,True,solo,True,mañana,excursiones,pilates,natacion
753,70,hombre,extremadura,rural,False,2,exterior,False,grande,False,mañana,natacion,gimnasia,juegos de mesa
754,65,hombre,madrid,urbano,False,2,interior,True,grande,False,tarde,pilates,pilates,pilates
755,71,hombre,castilla-la mancha,rural,False,2,exterior,True,mediano,False,tarde,natacion,juegos de mesa,excursiones
756,53,hombre,castilla-la mancha,urbano,True,3,interior,True,mediano,True,tarde,excursiones,gimnasia,natacion
757,59,mujer,extremadura,rural,False,3,interior,True,grande,False,tarde,club de lectura,gimnasia,natacion
758,75,mujer,cataluña,urbano,False,2,interior,False,grande,True,tarde,bailes,gimnasia,natacion
759,64,mujer,madrid,rural,False,2,interior,True,solo,True,tarde,bailes,gimnasia,cocina
760,81,hombre,galicia,rural,False,1,interior,True,solo,False,tarde,pilates,juegos de mesa,juegos de mesa
761,66,hombre,castilla-la mancha,urbano,False,3,exterior,True,solo,True,noche,bailes,pilates,bailes
762,70,hombre,castilla-la mancha,urbano,True,2,exterior,False,grande,True,tarde,cocina,pilates,excursiones
763,59,hombre,galicia,urbano,False,1,interior,False,pequeño,True,tarde,bailes,excursiones,natacion
764,57,hombre,castilla-la mancha,urbano,False,2,exterior,True,pareja,True,mañana,petanca,pilates,natacion
765,89,hombre,cataluña,rural,False,2,exterior,True,pareja,True,mañana,bailes,gimnasia,0
766,78,hombre,andalucia,urbano,True,2,interior,True,grande,False,tarde,natacion,gimnasia,excursiones
767,55,hombre,extremadura,rural,True,2,exterior,False,mediano,True,mañana,pilates,excursiones,excursiones
768,59,hombre,navarra,rural,True,1,interior,True,pequeño,False,tarde,bailes,natacion,cocina
769,66,mujer,andalucia,urbano,False,2,exterior,False,grande,True,tarde,petanca,bailes,pickleball
770,61,hombre,extremadura,urbano,False,3,exterior,False,solo,True,tarde,club de lectura,bailes,0
771,71,hombre,castilla-la mancha,rural,False,1,exterior,True,grande,True,noche,pilates,club de lectura,bailes
772,67,hombre,castilla-la mancha,urbano,False,3,interior,False,pequeño,False,mañana,natacion,juegos de mesa,excursiones
773,78,mujer,castilla-la mancha,urbano,False,1,exterior,True,solo,False,mañana,juegos de mesa,juegos de mesa,petanca
774,59,hombre,madrid,rural,False,1,exterior,True,pareja,True,mañana,petanca,gimnasia,petanca
775,64,hombre,extremadura,rural,False,2,interior,True,pareja,True,tarde,club de lectura,excursiones,0
776,55,mujer,valencia,urbano,False,2,exterior,False,solo,True,tarde,pilates,pilates,excursiones
777,69,hombre,castilla-la mancha,urbano,False,2,exterior,False,grande,False,mañana,club de lectura,excursiones,cocina
778,77,mujer,extremadura,urbano,True,3,interior,False,grande,True,tarde,pilates,excursiones,natacion
779,61,mujer,castilla-la mancha,urbano,True,3,exterior,False,solo,True,mañana,bailes,cocina,cocina
780,63,hombre,madrid,urbano,False,2,interior,False,pequeño,True,tarde,pilates,club de lectura,natacion
781,65,mujer,madrid,rural,False,2,exterior,False,pequeño,True,tarde,petanca,pilates,0
782,56,mujer,extremadura,urbano,False,3,exterior,True,grande,True,noche,bailes,bailes,bailes
783,74,mujer,valencia,rural,True,2,interior,True,grande,False,tarde,pilates,gimnasia,natacion
784,66,mujer,extremadura,urbano,False,3,exterior,False,grande,True,noche,pilates,juegos de mesa,bailes
785,62,hombre,valencia,rural,False,2,exterior,True,pareja,False,tarde,bailes,gimnasia,club de lectura
786,59,mujer,castilla-la mancha,rural,False,2,exterior,False,grande,True,mañana,pilates,juegos de mesa,natacion
787,68,mujer,cataluña,urbano,True,1,exterior,True,grande,False,tarde,juegos de mesa,excursiones,natacion
788,60,mujer,castilla-la mancha,urbano,True,2,exterior,True,pequeño,True,tarde,petanca,excursiones,bailes
789,68,mujer,extremadura,urbano,True,3,exterior,False,grande,True,mañana,natacion,bailes,petanca
790,57,mujer,castilla-la mancha,rural,False,2,interior,True,pequeño,True,mañana,bailes,juegos de mesa,excursiones
791,58,mujer,andalucia,urbano,True,3,interior,True,grande,True,tarde,natacion,gimnasia,juegos de mesa
792,80,hombre,cataluña,urbano,False,3,interior,False,pareja,True,noche,petanca,juegos de mesa,bailes
793,68,hombre,extremadura,rural,False,2,interior,False,solo,True,mañana,pilates,pilates,excursiones
794,67,mujer,asturias,urbano,False,2,exterior,True,pequeño,False,noche,natacion,excursiones,0
795,64,hombre,extremadura,urbano,False,2,exterior,False,pequeño,True,tarde,natacion,pilates,natacion
796,55,hombre,madrid,rural,False,2,exterior,False,solo,True,tarde,petanca,excursiones,0
797,64,mujer,extremadura,urbano,False,2,interior,True,pareja,True,mañana,natacion,pilates,natacion
798,65,hombre,murcia,rural,False,2,exterior,True,grande,False,tarde,club de lectura,juegos de mesa,cocina
799,68,mujer,madrid,rural,False,2,interior,True,pareja,False,mañana,gimnasia,cocina,excursiones
800,65,hombre,castilla-la mancha,urbano,True,2,interior,True,mediano,False,mañana,natacion,excursiones,pilates
801,73,mujer,castilla-la mancha,urbano,False,3,interior,True,solo,False,tarde,excursiones,pilates,juegos de mesa
802,64,hombre,aragon,rural,True,3,exterior,False,pequeño,False,mañana,club de lectura,pilates,juegos de mesa
803,76,hombre,madrid,rural,False,1,interior,False,grande,False,tarde,petanca,excursiones,natacion
804,63,hombre,extremadura,rural,False,3,exterior,True,solo,False,tarde,cocina,excursiones,natacion
805,74,mujer,castilla-la mancha,urbano,False,2,interior,True,solo,False,tarde,petanca,excursiones,0
806,61,mujer,castilla y leon,rural,False,3,exterior,False,grande,True,tarde,pilates,pilates,pilates
807,60,hombre,castilla-la mancha,urbano,False,3,interior,False,pequeño,True,tarde,cocina,gimnasia,cocina
808,52,mujer,extremadura,rural,False,2,exterior,False,solo,True,tarde,natacion,excursiones,bailes
809,70,mujer,castilla-la mancha,rural,False,2,interior,False,solo,True,mañana,cocina,pilates,juegos de mesa
810,62,hombre,castilla-la mancha,rural,True,2,interior,True,mediano,True,noche,excursiones,gimnasia,juegos de mesa
811,74,mujer,castilla-la mancha,urbano,False,2,exterior,True,pequeño,True,tarde,club de lectura,pilates,excursiones
812,77,mujer,cataluña,rural,False,3,interior,True,grande,False,mañana,natacion,gimnasia,cocina
813,79,mujer,castilla-la mancha,urbano,False,3,interior,False,mediano,True,tarde,cocina,excursiones,excursiones
814,62,mujer,extremadura,rural,True,2,exterior,False,solo,True,mañana,juegos de mesa,gimnasia,gimnasia
815,68,mujer,castilla-la mancha,rural,False,2,exterior,True,pequeño,True,noche,excursiones,pickleball,pilates
816,69,hombre,andalucia,urbano,False,1,exterior,True,mediano,False,mañana,bailes,club de lectura,bailes
817,77,hombre,extremadura,rural,False,2,interior,False,pareja,False,mañana,bailes,club de lectura,pilates
818,67,mujer,madrid,urbano,True,2,interior,True,pequeño,False,noche,gimnasia,pilates,cocina
819,54,hombre,madrid,rural,False,2,exterior,False,solo,True,mañana,bailes,gimnasia,juegos de mesa
820,74,hombre,extremadura,rural,True,3,interior,True,pequeño,False,tarde,bailes,pilates,excursiones
821,73,mujer,extremadura,urbano,True,2,exterior,False,grande,False,mañana,natacion,cocina,gimnasia
822,62,mujer,madrid,urbano,False,2,exterior,False,mediano,False,mañana,bailes,excursiones,0
823,74,hombre,castilla-la mancha,rural,False,2,interior,False,grande,False,tarde,bailes,excursiones,natacion
824,70,hombre,madrid,rural,False,2,exterior,False,grande,False,tarde,petanca,club de lectura,pickleball
825,66,hombre,castilla-la mancha,urbano,False,1,exterior,False,pequeño,True,noche,bailes,pilates,excursiones
826,66,hombre,madrid,rural,False,3,exterior,True,solo,True,tarde,bailes,cocina,0
827,80,mujer,extremadura,urbano,False,1,exterior,True,pequeño,True,mañana,natacion,pilates,natacion
828,65,mujer,castilla y leon,rural,True,2,exterior,False,mediano,True,tarde,juegos de mesa,gimnasia,club de lectura
829,72,hombre,cataluña,rural,False,2,interior,True,pareja,False,mañana,club de lectura,cocina,natacion
830,61,hombre,galicia,urbano,False,3,exterior,False,pareja,True,mañana,natacion,excursiones,bailes
831,63,hombre,castilla-la mancha,urbano,False,3,exterior,False,grande,True,mañana,pickleball,juegos de mesa,juegos de mesa
832,56,hombre,cataluña,rural,False,1,interior,False,solo,True,tarde,club de lectura,petanca,bailes
833,62,mujer,castilla-la mancha,urbano,False,1,interior,True,solo,True,tarde,pilates,bailes,excursiones
834,65,hombre,madrid,urbano,False,2,exterior,True,solo,True,tarde,natacion,gimnasia,natacion
835,52,hombre,madrid,urbano,True,2,exterior,True,pequeño,True,tarde,bailes,natacion,club de lectura
836,69,hombre,extremadura,urbano,False,1,interior,False,grande,False,tarde,bailes,pickleball,cocina
837,61,mujer,valencia,urbano,True,1,interior,False,solo,True,tarde,bailes,gimnasia,cocina
838,52,hombre,madrid,urbano,False,3,exterior,True,mediano,True,mañana,club de lectura,excursiones,natacion
839,64,hombre,extremadura,rural,False,2,interior,True,pequeño,True,tarde,juegos de mesa,gimnasia,bailes
840,59,hombre,aragon,urbano,False,3,exterior,False,solo,True,tarde,natacion,gimnasia,petanca
